"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Sep-1992","        0.00","        0.00","        0.00","      862.98","-","-"
"02-Sep-1992","        0.00","        0.00","        0.00","      856.82","-","-"
"03-Sep-1992","        0.00","        0.00","        0.00","      873.38","-","-"
"04-Sep-1992","        0.00","        0.00","        0.00","      895.35","-","-"
"07-Sep-1992","        0.00","        0.00","        0.00","      911.57","-","-"
"08-Sep-1992","        0.00","        0.00","        0.00","      902.60","-","-"
"09-Sep-1992","        0.00","        0.00","        0.00","      901.32","-","-"
"11-Sep-1992","        0.00","        0.00","        0.00","      906.78","-","-"
"14-Sep-1992","        0.00","        0.00","        0.00","      923.35","-","-"
"15-Sep-1992","        0.00","        0.00","        0.00","      961.56","-","-"
"16-Sep-1992","        0.00","        0.00","        0.00","      958.28","-","-"
"17-Sep-1992","        0.00","        0.00","        0.00","      952.64","-","-"
"18-Sep-1992","        0.00","        0.00","        0.00","      957.40","-","-"
"21-Sep-1992","        0.00","        0.00","        0.00","      932.13","-","-"
"22-Sep-1992","        0.00","        0.00","        0.00","      939.99","-","-"
"24-Sep-1992","        0.00","        0.00","        0.00","      928.79","-","-"
"25-Sep-1992","        0.00","        0.00","        0.00","      934.48","-","-"
"28-Sep-1992","        0.00","        0.00","        0.00","      926.93","-","-"
"29-Sep-1992","        0.00","        0.00","        0.00","      912.06","-","-"
"30-Sep-1992","        0.00","        0.00","        0.00","      938.14","-","-"
"01-Oct-1992","        0.00","        0.00","        0.00","      944.85","-","-"
"06-Oct-1992","        0.00","        0.00","        0.00","      928.08","-","-"
"08-Oct-1992","        0.00","        0.00","        0.00","      916.32","-","-"
"09-Oct-1992","        0.00","        0.00","        0.00","      932.55","-","-"
"12-Oct-1992","        0.00","        0.00","        0.00","      902.26","-","-"
"13-Oct-1992","        0.00","        0.00","        0.00","      904.68","-","-"
"14-Oct-1992","        0.00","        0.00","        0.00","      883.66","-","-"
"15-Oct-1992","        0.00","        0.00","        0.00","      879.08","-","-"
"20-Oct-1992","        0.00","        0.00","        0.00","      869.18","-","-"
"21-Oct-1992","        0.00","        0.00","        0.00","      840.12","-","-"
"22-Oct-1992","        0.00","        0.00","        0.00","      850.97","-","-"
"25-Oct-1992","        0.00","        0.00","        0.00","      854.45","-","-"
"28-Oct-1992","        0.00","        0.00","        0.00","      824.03","-","-"
"29-Oct-1992","        0.00","        0.00","        0.00","      817.73","-","-"
"30-Oct-1992","        0.00","        0.00","        0.00","      809.87","-","-"
"03-Nov-1992","        0.00","        0.00","        0.00","      835.50","-","-"
"04-Nov-1992","        0.00","        0.00","        0.00","      836.69","-","-"
"05-Nov-1992","        0.00","        0.00","        0.00","      805.87","-","-"
"06-Nov-1992","        0.00","        0.00","        0.00","      794.78","-","-"
"09-Nov-1992","        0.00","        0.00","        0.00","      773.63","-","-"
"11-Nov-1992","        0.00","        0.00","        0.00","      747.11","-","-"
"12-Nov-1992","        0.00","        0.00","        0.00","      761.61","-","-"
"13-Nov-1992","        0.00","        0.00","        0.00","      749.06","-","-"
"18-Nov-1992","        0.00","        0.00","        0.00","      724.68","-","-"
"19-Nov-1992","        0.00","        0.00","        0.00","      698.27","-","-"
