"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"29-Aug-2005","     2359.20","     2365.85","     2312.60","     2337.65","       41867254","         1771.19"
"30-Aug-2005","     2337.80","     2373.80","     2337.75","     2367.75","       46969539","         1999.63"
"31-Aug-2005","     2369.05","     2387.00","     2355.00","     2384.65","       50116797","         2171.21"
"01-Sep-2005","     2384.70","     2412.35","     2382.90","     2405.75","       59762105","         2311.28"
"02-Sep-2005","     2406.45","     2422.10","     2396.10","     2415.80","       61335349","         2700.45"
"05-Sep-2005","     2417.10","     2439.55","     2414.95","     2422.95","       50521839","         2008.92"
"06-Sep-2005","     2422.40","     2436.25","     2417.00","     2428.65","       47409904","         1856.98"
"08-Sep-2005","     2429.00","     2456.90","     2429.00","     2454.45","       46073516","         2079.08"
"09-Sep-2005","     2448.80","     2462.80","     2441.90","     2455.45","       47670661","         1973.56"
"12-Sep-2005","     2455.85","     2486.35","     2455.85","     2484.15","       44832163","         1868.60"
"13-Sep-2005","     2484.00","     2503.00","     2477.10","     2500.35","       54880639","         2325.46"
"14-Sep-2005","     2500.40","     2514.75","     2476.00","     2492.45","       82087707","         3160.77"
"15-Sep-2005","     2492.85","     2527.50","     2492.75","     2523.95","       62944965","         2414.41"
"16-Sep-2005","     2524.90","     2555.10","     2519.05","     2552.35","       63656466","         2502.91"
"19-Sep-2005","     2555.45","     2579.70","     2550.45","     2567.10","       63880908","         2294.45"
"20-Sep-2005","     2567.20","     2582.80","     2546.60","     2578.00","       77237821","         3347.78"
"21-Sep-2005","     2576.70","     2585.60","     2504.90","     2567.30","      108694906","         4246.33"
"22-Sep-2005","     2567.85","     2580.40","     2465.85","     2476.50","      103320451","         3597.70"
"23-Sep-2005","     2480.50","     2507.90","     2453.05","     2477.75","       84222865","         3283.92"
"26-Sep-2005","     2477.85","     2560.85","     2477.85","     2557.35","       61924057","         2272.15"
"27-Sep-2005","     2558.50","     2592.50","     2549.85","     2574.85","       80835742","         3294.07"
"28-Sep-2005","     2574.45","     2602.95","     2559.85","     2598.05","       75639565","         3275.34"
"29-Sep-2005","     2598.60","     2633.90","     2589.45","     2611.20","      118315309","         5020.86"
"30-Sep-2005","     2607.90","     2623.05","     2567.75","     2601.40","       88155803","         3685.36"
"03-Oct-2005","     2601.00","     2635.00","     2597.20","     2630.05","       64623105","         2524.48"
"04-Oct-2005","     2630.00","     2667.05","     2629.60","     2663.35","       76746128","         3353.73"
"05-Oct-2005","     2663.70","     2669.20","     2636.60","     2644.40","       87711982","         3401.19"
"06-Oct-2005","     2643.80","     2643.80","     2571.30","     2579.15","      107136584","         3970.21"
"07-Oct-2005","     2577.20","     2603.25","     2547.55","     2574.05","       92769893","         4038.80"
"10-Oct-2005","     2577.10","     2595.15","     2561.00","     2566.85","       61304701","         2627.27"
"11-Oct-2005","     2569.15","     2592.00","     2533.70","     2589.55","       71470357","         3324.20"
"13-Oct-2005","     2584.40","     2589.35","     2529.05","     2537.30","       95738560","         4050.09"
"14-Oct-2005","     2537.70","     2548.00","     2478.00","     2484.40","       91435384","         3621.45"
"17-Oct-2005","     2488.40","     2498.60","     2459.50","     2485.15","       76999001","         3148.62"
"18-Oct-2005","     2485.25","     2517.70","     2452.50","     2468.20","       77318585","         3384.84"
"19-Oct-2005","     2467.80","     2467.85","     2394.95","     2412.45","       93293821","         3933.15"
"20-Oct-2005","     2421.40","     2463.85","     2363.55","     2395.45","      114276924","         4202.57"
"21-Oct-2005","     2397.85","     2447.85","     2384.05","     2443.75","       97458038","         3775.57"
"24-Oct-2005","     2444.20","     2460.00","     2388.40","     2394.85","       80236463","         2943.37"
"25-Oct-2005","     2394.95","     2444.60","     2390.85","     2418.20","       85086738","         3470.96"
"26-Oct-2005","     2418.45","     2434.00","     2401.10","     2408.50","       91104303","         3800.91"
"27-Oct-2005","     2408.95","     2416.45","     2338.60","     2352.90","      125291990","         4868.70"
"28-Oct-2005","     2352.65","     2355.15","     2307.45","     2316.05","       84569727","         3192.26"
"31-Oct-2005","     2314.85","     2373.40","     2314.20","     2370.95","       69796263","         2419.60"
"01-Nov-2005","     2366.80","     2410.15","     2366.80","     2386.75","       18746555","          665.75"
"02-Nov-2005","     2386.45","     2423.80","     2367.75","     2419.05","       82540716","         2909.26"
"07-Nov-2005","     2419.25","     2464.65","     2411.60","     2461.60","       79272406","         3265.10"
"08-Nov-2005","     2463.65","     2502.90","     2460.00","     2492.65","       79715915","         3234.37"
"09-Nov-2005","     2493.10","     2519.40","     2475.70","     2489.10","       73896105","         2927.57"
"10-Nov-2005","     2489.10","     2504.75","     2480.85","     2500.70","       64917294","         2435.45"
"11-Nov-2005","     2500.85","     2551.40","     2500.85","     2548.65","       72465029","         3003.72"
"14-Nov-2005","     2548.55","     2576.95","     2534.40","     2558.70","       70311886","         2722.90"
"16-Nov-2005","     2559.45","     2585.95","     2559.45","     2582.75","       59709061","         2711.52"
"17-Nov-2005","     2558.45","     2608.85","     2558.45","     2603.95","       66443810","         2924.97"
"18-Nov-2005","     2604.00","     2632.35","     2595.15","     2620.05","       81690974","         3121.62"
"21-Nov-2005","     2620.10","     2626.40","     2591.75","     2602.50","       74794904","         3111.44"
"22-Nov-2005","     2603.25","     2614.00","     2567.05","     2572.85","       67631761","         3090.06"
"23-Nov-2005","     2572.85","     2613.40","     2563.10","     2608.60","       70840659","         2992.72"
"24-Nov-2005","     2608.90","     2643.70","     2608.70","     2635.00","       98400541","         3651.41"
"25-Nov-2005","     2635.35","     2668.90","     2633.75","     2664.30","       74964394","         2877.95"
"26-Nov-2005","     2664.85","     2686.50","     2664.70","     2683.45","       25534972","         1016.73"
"28-Nov-2005","     2683.60","     2717.15","     2682.65","     2712.00","       83653385","         3266.97"
"29-Nov-2005","     2712.35","     2713.90","     2679.90","     2698.30","       78581982","         3583.48"
"30-Nov-2005","     2698.10","     2727.05","     2647.10","     2652.25","       82029860","         3588.31"
"01-Dec-2005","     2651.60","     2705.00","     2641.95","     2698.95","       74048315","         3626.04"
"02-Dec-2005","     2699.55","     2730.70","     2691.50","     2697.95","       79794777","         3914.45"
"05-Dec-2005","     2697.60","     2710.65","     2654.35","     2660.50","       62679907","         2405.29"
"06-Dec-2005","     2661.40","     2694.40","     2647.35","     2662.30","       56613837","         2735.99"
"07-Dec-2005","     2662.30","     2697.10","     2662.30","     2693.00","       66551374","         3002.33"
"08-Dec-2005","     2694.95","     2711.60","     2673.50","     2706.70","       70166907","         3288.04"
"09-Dec-2005","     2706.75","     2761.10","     2698.00","     2756.45","       76475444","         3624.71"
"12-Dec-2005","     2756.40","     2789.35","     2756.40","     2776.20","       75289837","         3334.62"
"13-Dec-2005","     2776.80","     2815.30","     2764.65","     2812.30","       93127558","         4485.50"
"14-Dec-2005","     2812.80","     2825.65","     2788.30","     2804.55","      122645697","         4636.36"
"15-Dec-2005","     2805.20","     2821.50","     2763.35","     2778.55","       92701214","         3996.15"
"16-Dec-2005","     2778.65","     2814.90","     2766.50","     2810.15","       88271522","         4180.30"
"19-Dec-2005","     2808.35","     2846.00","     2803.45","     2842.60","       77018983","         3272.85"
"20-Dec-2005","     2843.15","     2853.10","     2815.20","     2826.20","       74975479","         3150.23"
"21-Dec-2005","     2826.45","     2847.30","     2799.45","     2822.90","      123430901","         7389.62"
"22-Dec-2005","     2826.70","     2846.65","     2818.65","     2835.25","       66786005","         2946.81"
"23-Dec-2005","     2835.70","     2857.00","     2799.70","     2804.85","       65175171","         2972.67"
"26-Dec-2005","     2804.30","     2804.30","     2741.80","     2749.60","       57486163","         2509.99"
"27-Dec-2005","     2746.25","     2812.60","     2725.70","     2805.90","       58763373","         2824.90"
"28-Dec-2005","     2806.80","     2824.30","     2780.00","     2794.05","       73928672","         3690.54"
"29-Dec-2005","     2792.75","     2829.40","     2792.75","     2821.95","       79236604","         3891.34"
"30-Dec-2005","     2823.95","     2845.55","     2812.75","     2836.55","       76048886","         4017.93"
"02-Jan-2006","     2836.80","     2849.45","     2825.40","     2835.95","       51922369","         2492.19"
"03-Jan-2006","     2835.95","     2887.20","     2832.05","     2883.35","       56919143","         2674.83"
"04-Jan-2006","     2883.00","     2909.35","     2883.00","     2904.40","       82021279","         3415.20"
"05-Jan-2006","     2904.45","     2916.20","     2884.80","     2899.85","       70082252","         3203.74"
"06-Jan-2006","     2899.85","     2921.70","     2877.25","     2914.00","       83354445","         3728.49"
"09-Jan-2006","     2913.35","     2927.25","     2898.25","     2910.10","       74818404","         3462.62"
"10-Jan-2006","     2910.15","     2913.05","     2865.60","     2870.80","       71122017","         3508.23"
"12-Jan-2006","     2869.35","     2869.35","     2824.00","     2850.70","       92184274","         6110.85"
"13-Jan-2006","     2851.40","     2878.35","     2846.70","     2850.55","       66173305","         3198.16"
