"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"30-Aug-1993","        0.00","        0.00","        0.00","      799.65","-","-"
"01-Sep-1993","        0.00","        0.00","        0.00","      797.94","-","-"
"02-Sep-1993","        0.00","        0.00","        0.00","      811.96","-","-"
"03-Sep-1993","        0.00","        0.00","        0.00","      807.64","-","-"
"06-Sep-1993","        0.00","        0.00","        0.00","      795.97","-","-"
"07-Sep-1993","        0.00","        0.00","        0.00","      770.95","-","-"
"08-Sep-1993","        0.00","        0.00","        0.00","      784.76","-","-"
"09-Sep-1993","        0.00","        0.00","        0.00","      806.83","-","-"
"10-Sep-1993","        0.00","        0.00","        0.00","      819.98","-","-"
"13-Sep-1993","        0.00","        0.00","        0.00","      847.46","-","-"
"14-Sep-1993","        0.00","        0.00","        0.00","      852.38","-","-"
"15-Sep-1993","        0.00","        0.00","        0.00","      849.87","-","-"
"16-Sep-1993","        0.00","        0.00","        0.00","      835.34","-","-"
"17-Sep-1993","        0.00","        0.00","        0.00","      841.96","-","-"
"20-Sep-1993","        0.00","        0.00","        0.00","      843.78","-","-"
"21-Sep-1993","        0.00","        0.00","        0.00","      837.77","-","-"
"22-Sep-1993","        0.00","        0.00","        0.00","      838.54","-","-"
"24-Sep-1993","        0.00","        0.00","        0.00","      828.84","-","-"
"27-Sep-1993","        0.00","        0.00","        0.00","      834.08","-","-"
"28-Sep-1993","        0.00","        0.00","        0.00","      838.78","-","-"
"29-Sep-1993","        0.00","        0.00","        0.00","      819.92","-","-"
"30-Sep-1993","        0.00","        0.00","        0.00","      827.13","-","-"
"01-Oct-1993","        0.00","        0.00","        0.00","      814.33","-","-"
"04-Oct-1993","        0.00","        0.00","        0.00","      807.77","-","-"
"05-Oct-1993","        0.00","        0.00","        0.00","      806.32","-","-"
"06-Oct-1993","        0.00","        0.00","        0.00","      802.38","-","-"
"07-Oct-1993","        0.00","        0.00","        0.00","      810.30","-","-"
"08-Oct-1993","        0.00","        0.00","        0.00","      815.58","-","-"
"11-Oct-1993","        0.00","        0.00","        0.00","      821.95","-","-"
"12-Oct-1993","        0.00","        0.00","        0.00","      829.23","-","-"
"19-Oct-1993","        0.00","        0.00","        0.00","      839.90","-","-"
"20-Oct-1993","        0.00","        0.00","        0.00","      837.34","-","-"
"21-Oct-1993","        0.00","        0.00","        0.00","      821.33","-","-"
"22-Oct-1993","        0.00","        0.00","        0.00","      831.00","-","-"
"25-Oct-1993","        0.00","        0.00","        0.00","      837.21","-","-"
"26-Oct-1993","        0.00","        0.00","        0.00","      826.85","-","-"
"27-Oct-1993","        0.00","        0.00","        0.00","      828.06","-","-"
"28-Oct-1993","        0.00","        0.00","        0.00","      825.12","-","-"
"29-Oct-1993","        0.00","        0.00","        0.00","      817.18","-","-"
"01-Nov-1993","        0.00","        0.00","        0.00","      801.68","-","-"
"02-Nov-1993","        0.00","        0.00","        0.00","      799.59","-","-"
"03-Nov-1993","        0.00","        0.00","        0.00","      808.04","-","-"
"04-Nov-1993","        0.00","        0.00","        0.00","      811.32","-","-"
"05-Nov-1993","        0.00","        0.00","        0.00","      822.96","-","-"
"08-Nov-1993","        0.00","        0.00","        0.00","      842.28","-","-"
"09-Nov-1993","        0.00","        0.00","        0.00","      853.32","-","-"
"10-Nov-1993","        0.00","        0.00","        0.00","      861.62","-","-"
"16-Nov-1993","        0.00","        0.00","        0.00","      885.32","-","-"
"17-Nov-1993","        0.00","        0.00","        0.00","      892.48","-","-"
"18-Nov-1993","        0.00","        0.00","        0.00","      909.09","-","-"
"19-Nov-1993","        0.00","        0.00","        0.00","      918.03","-","-"
"22-Nov-1993","        0.00","        0.00","        0.00","      937.29","-","-"
"23-Nov-1993","        0.00","        0.00","        0.00","      939.07","-","-"
"24-Nov-1993","        0.00","        0.00","        0.00","      938.47","-","-"
"25-Nov-1993","        0.00","        0.00","        0.00","      943.61","-","-"
"26-Nov-1993","        0.00","        0.00","        0.00","      988.88","-","-"
"01-Dec-1993","        0.00","        0.00","        0.00","     1007.96","-","-"
"02-Dec-1993","        0.00","        0.00","        0.00","     1010.88","-","-"
"03-Dec-1993","        0.00","        0.00","        0.00","      990.68","-","-"
"06-Dec-1993","        0.00","        0.00","        0.00","      969.93","-","-"
"07-Dec-1993","        0.00","        0.00","        0.00","      991.55","-","-"
"08-Dec-1993","        0.00","        0.00","        0.00","     1013.26","-","-"
"09-Dec-1993","        0.00","        0.00","        0.00","     1018.29","-","-"
"10-Dec-1993","        0.00","        0.00","        0.00","     1049.03","-","-"
"13-Dec-1993","        0.00","        0.00","        0.00","     1069.78","-","-"
"24-Dec-1993","        0.00","        0.00","        0.00","     1042.59","-","-"
"03-Jan-1994","        0.00","        0.00","        0.00","     1083.74","-","-"
"04-Jan-1994","        0.00","        0.00","        0.00","     1091.81","-","-"
"05-Jan-1994","        0.00","        0.00","        0.00","     1082.80","-","-"
"06-Jan-1994","        0.00","        0.00","        0.00","     1098.91","-","-"
"07-Jan-1994","        0.00","        0.00","        0.00","     1146.31","-","-"
"10-Jan-1994","        0.00","        0.00","        0.00","     1193.67","-","-"
"11-Jan-1994","        0.00","        0.00","        0.00","     1184.98","-","-"
"12-Jan-1994","        0.00","        0.00","        0.00","     1219.47","-","-"
"13-Jan-1994","        0.00","        0.00","        0.00","     1225.87","-","-"
"14-Jan-1994","        0.00","        0.00","        0.00","     1232.10","-","-"
"17-Jan-1994","        0.00","        0.00","        0.00","     1252.65","-","-"
"18-Jan-1994","        0.00","        0.00","        0.00","     1237.53","-","-"
"19-Jan-1994","        0.00","        0.00","        0.00","     1197.00","-","-"
"20-Jan-1994","        0.00","        0.00","        0.00","     1169.66","-","-"
"24-Jan-1994","        0.00","        0.00","        0.00","     1208.63","-","-"
"25-Jan-1994","        0.00","        0.00","        0.00","     1243.24","-","-"
"27-Jan-1994","        0.00","        0.00","        0.00","     1272.87","-","-"
"28-Jan-1994","        0.00","        0.00","        0.00","     1271.39","-","-"
"31-Jan-1994","        0.00","        0.00","        0.00","     1246.59","-","-"
"01-Feb-1994","        0.00","        0.00","        0.00","     1229.93","-","-"
"02-Feb-1994","        0.00","        0.00","        0.00","     1256.40","-","-"
"03-Feb-1994","        0.00","        0.00","        0.00","     1241.80","-","-"
"04-Feb-1994","        0.00","        0.00","        0.00","     1215.67","-","-"
"07-Feb-1994","        0.00","        0.00","        0.00","     1284.21","-","-"
"08-Feb-1994","        0.00","        0.00","        0.00","     1286.07","-","-"
"09-Feb-1994","        0.00","        0.00","        0.00","     1245.10","-","-"
"10-Feb-1994","        0.00","        0.00","        0.00","     1253.01","-","-"
"11-Feb-1994","        0.00","        0.00","        0.00","     1243.38","-","-"
"14-Feb-1994","        0.00","        0.00","        0.00","     1219.28","-","-"
"15-Feb-1994","        0.00","        0.00","        0.00","     1215.75","-","-"
"16-Feb-1994","        0.00","        0.00","        0.00","     1195.39","-","-"
"17-Feb-1994","        0.00","        0.00","        0.00","     1215.19","-","-"
"18-Feb-1994","        0.00","        0.00","        0.00","     1232.16","-","-"
"21-Feb-1994","        0.00","        0.00","        0.00","     1300.70","-","-"
"22-Feb-1994","        0.00","        0.00","        0.00","     1282.40","-","-"
"23-Feb-1994","        0.00","        0.00","        0.00","     1263.53","-","-"
"24-Feb-1994","        0.00","        0.00","        0.00","     1293.32","-","-"
"25-Feb-1994","        0.00","        0.00","        0.00","     1327.00","-","-"
"28-Feb-1994","        0.00","        0.00","        0.00","     1349.49","-","-"
"01-Mar-1994","        0.00","        0.00","        0.00","     1304.40","-","-"
"02-Mar-1994","        0.00","        0.00","        0.00","     1271.42","-","-"
"03-Mar-1994","        0.00","        0.00","        0.00","     1248.92","-","-"
"04-Mar-1994","        0.00","        0.00","        0.00","     1196.32","-","-"
"07-Mar-1994","        0.00","        0.00","        0.00","     1176.39","-","-"
"08-Mar-1994","        0.00","        0.00","        0.00","     1208.21","-","-"
"09-Mar-1994","        0.00","        0.00","        0.00","     1201.42","-","-"
"11-Mar-1994","        0.00","        0.00","        0.00","     1176.32","-","-"
"15-Mar-1994","        0.00","        0.00","        0.00","     1180.65","-","-"
"16-Mar-1994","        0.00","        0.00","        0.00","     1188.36","-","-"
"17-Mar-1994","        0.00","        0.00","        0.00","     1195.52","-","-"
"18-Mar-1994","        0.00","        0.00","        0.00","     1192.71","-","-"
"21-Mar-1994","        0.00","        0.00","        0.00","     1196.10","-","-"
"22-Mar-1994","        0.00","        0.00","        0.00","     1186.11","-","-"
"23-Mar-1994","        0.00","        0.00","        0.00","     1167.29","-","-"
"24-Mar-1994","        0.00","        0.00","        0.00","     1154.47","-","-"
"25-Mar-1994","        0.00","        0.00","        0.00","     1153.84","-","-"
"28-Mar-1994","        0.00","        0.00","        0.00","     1161.80","-","-"
"29-Mar-1994","        0.00","        0.00","        0.00","     1179.67","-","-"
"30-Mar-1994","        0.00","        0.00","        0.00","     1178.23","-","-"
"31-Mar-1994","        0.00","        0.00","        0.00","     1177.11","-","-"
"04-Apr-1994","        0.00","        0.00","        0.00","     1182.33","-","-"
"05-Apr-1994","        0.00","        0.00","        0.00","     1188.61","-","-"
"06-Apr-1994","        0.00","        0.00","        0.00","     1202.92","-","-"
"07-Apr-1994","        0.00","        0.00","        0.00","     1203.05","-","-"
"08-Apr-1994","        0.00","        0.00","        0.00","     1221.07","-","-"
"12-Apr-1994","        0.00","        0.00","        0.00","     1229.70","-","-"
"13-Apr-1994","        0.00","        0.00","        0.00","     1228.91","-","-"
"15-Apr-1994","        0.00","        0.00","        0.00","     1214.86","-","-"
"18-Apr-1994","        0.00","        0.00","        0.00","     1201.92","-","-"
"19-Apr-1994","        0.00","        0.00","        0.00","     1192.31","-","-"
"21-Apr-1994","        0.00","        0.00","        0.00","     1174.25","-","-"
"22-Apr-1994","        0.00","        0.00","        0.00","     1183.16","-","-"
"25-Apr-1994","        0.00","        0.00","        0.00","     1184.59","-","-"
"26-Apr-1994","        0.00","        0.00","        0.00","     1174.18","-","-"
"27-Apr-1994","        0.00","        0.00","        0.00","     1159.12","-","-"
"28-Apr-1994","        0.00","        0.00","        0.00","     1147.98","-","-"
"29-Apr-1994","        0.00","        0.00","        0.00","     1150.66","-","-"
"02-May-1994","        0.00","        0.00","        0.00","     1148.76","-","-"
"03-May-1994","        0.00","        0.00","        0.00","     1132.14","-","-"
"04-May-1994","        0.00","        0.00","        0.00","     1121.63","-","-"
"05-May-1994","        0.00","        0.00","        0.00","     1129.70","-","-"
"06-May-1994","        0.00","        0.00","        0.00","     1155.20","-","-"
"09-May-1994","        0.00","        0.00","        0.00","     1173.45","-","-"
"10-May-1994","        0.00","        0.00","        0.00","     1180.06","-","-"
"11-May-1994","        0.00","        0.00","        0.00","     1185.82","-","-"
"13-May-1994","        0.00","        0.00","        0.00","     1198.33","-","-"
"16-May-1994","        0.00","        0.00","        0.00","     1210.82","-","-"
"17-May-1994","        0.00","        0.00","        0.00","     1197.17","-","-"
"18-May-1994","        0.00","        0.00","        0.00","     1191.50","-","-"
"19-May-1994","        0.00","        0.00","        0.00","     1193.96","-","-"
"20-May-1994","        0.00","        0.00","        0.00","     1182.43","-","-"
"23-May-1994","        0.00","        0.00","        0.00","     1165.52","-","-"
"24-May-1994","        0.00","        0.00","        0.00","     1154.22","-","-"
"26-May-1994","        0.00","        0.00","        0.00","     1163.16","-","-"
"27-May-1994","        0.00","        0.00","        0.00","     1177.62","-","-"
"30-May-1994","        0.00","        0.00","        0.00","     1188.04","-","-"
"31-May-1994","        0.00","        0.00","        0.00","     1187.19","-","-"
"01-Jun-1994","        0.00","        0.00","        0.00","     1186.06","-","-"
"02-Jun-1994","        0.00","        0.00","        0.00","     1209.92","-","-"
"03-Jun-1994","        0.00","        0.00","        0.00","     1246.04","-","-"
"06-Jun-1994","        0.00","        0.00","        0.00","     1259.19","-","-"
"07-Jun-1994","        0.00","        0.00","        0.00","     1245.98","-","-"
"08-Jun-1994","        0.00","        0.00","        0.00","     1246.30","-","-"
"09-Jun-1994","        0.00","        0.00","        0.00","     1264.66","-","-"
"10-Jun-1994","        0.00","        0.00","        0.00","     1268.26","-","-"
"13-Jun-1994","        0.00","        0.00","        0.00","     1264.39","-","-"
"14-Jun-1994","        0.00","        0.00","        0.00","     1263.21","-","-"
"15-Jun-1994","        0.00","        0.00","        0.00","     1262.44","-","-"
"16-Jun-1994","        0.00","        0.00","        0.00","     1277.12","-","-"
"17-Jun-1994","        0.00","        0.00","        0.00","     1302.62","-","-"
"20-Jun-1994","        0.00","        0.00","        0.00","     1318.56","-","-"
"22-Jun-1994","        0.00","        0.00","        0.00","     1313.85","-","-"
"23-Jun-1994","        0.00","        0.00","        0.00","     1300.89","-","-"
"24-Jun-1994","        0.00","        0.00","        0.00","     1287.14","-","-"
"27-Jun-1994","        0.00","        0.00","        0.00","     1274.32","-","-"
"28-Jun-1994","        0.00","        0.00","        0.00","     1285.76","-","-"
"29-Jun-1994","        0.00","        0.00","        0.00","     1263.14","-","-"
"30-Jun-1994","        0.00","        0.00","        0.00","     1249.44","-","-"
"01-Jul-1994","        0.00","        0.00","        0.00","     1262.06","-","-"
"04-Jul-1994","        0.00","        0.00","        0.00","     1255.40","-","-"
"05-Jul-1994","        0.00","        0.00","        0.00","     1253.74","-","-"
"06-Jul-1994","        0.00","        0.00","        0.00","     1251.77","-","-"
"07-Jul-1994","        0.00","        0.00","        0.00","     1241.22","-","-"
"08-Jul-1994","        0.00","        0.00","        0.00","     1250.12","-","-"
"11-Jul-1994","        0.00","        0.00","        0.00","     1251.62","-","-"
"12-Jul-1994","        0.00","        0.00","        0.00","     1266.46","-","-"
"13-Jul-1994","        0.00","        0.00","        0.00","     1263.89","-","-"
"14-Jul-1994","        0.00","        0.00","        0.00","     1253.66","-","-"
"15-Jul-1994","        0.00","        0.00","        0.00","     1259.86","-","-"
"18-Jul-1994","        0.00","        0.00","        0.00","     1253.90","-","-"
"19-Jul-1994","        0.00","        0.00","        0.00","     1257.17","-","-"
"20-Jul-1994","        0.00","        0.00","        0.00","     1254.19","-","-"
"21-Jul-1994","        0.00","        0.00","        0.00","     1252.99","-","-"
"22-Jul-1994","        0.00","        0.00","        0.00","     1256.59","-","-"
"25-Jul-1994","        0.00","        0.00","        0.00","     1256.67","-","-"
"26-Jul-1994","        0.00","        0.00","        0.00","     1258.45","-","-"
"27-Jul-1994","        0.00","        0.00","        0.00","     1255.78","-","-"
"28-Jul-1994","        0.00","        0.00","        0.00","     1256.17","-","-"
"29-Jul-1994","        0.00","        0.00","        0.00","     1278.54","-","-"
"01-Aug-1994","        0.00","        0.00","        0.00","     1308.08","-","-"
"02-Aug-1994","        0.00","        0.00","        0.00","     1312.98","-","-"
"03-Aug-1994","        0.00","        0.00","        0.00","     1303.35","-","-"
"04-Aug-1994","        0.00","        0.00","        0.00","     1308.41","-","-"
"05-Aug-1994","        0.00","        0.00","        0.00","     1308.75","-","-"
"08-Aug-1994","        0.00","        0.00","        0.00","     1306.86","-","-"
"09-Aug-1994","        0.00","        0.00","        0.00","     1311.63","-","-"
"10-Aug-1994","        0.00","        0.00","        0.00","     1324.27","-","-"
"11-Aug-1994","        0.00","        0.00","        0.00","     1329.28","-","-"
"12-Aug-1994","        0.00","        0.00","        0.00","     1360.91","-","-"
"16-Aug-1994","        0.00","        0.00","        0.00","     1361.18","-","-"
"17-Aug-1994","        0.00","        0.00","        0.00","     1358.22","-","-"
"18-Aug-1994","        0.00","        0.00","        0.00","     1360.57","-","-"
"19-Aug-1994","        0.00","        0.00","        0.00","     1343.50","-","-"
"24-Aug-1994","        0.00","        0.00","        0.00","     1331.01","-","-"
"25-Aug-1994","        0.00","        0.00","        0.00","     1330.55","-","-"
